,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
12/6/2013,166.43,73.99,290.9,114.12,282.74,46.59,99.25,44.14,66.45,125.45,70.16,134.21,44.35,39.85,117.04,38.38,23.49,90.97,5.85,39.12,11.05,62.98,24.39,,,87.28,21.66,11.54,38.2,9.76,25.76,55.21,57.69,,31.13,29.13,33.26,,65.94,18.86,,6.77,11.28,,23.91,54.04,,28.05,,14.46,51.87,,,18.07,,5.98,7.23,15.35,2,,37.34,,25.45,,,31.58,12.7,24.61,,33.69,,2.22,16.55,11.2,25.99,23.01,7.76,17.52,,,23.68,4.4,8.55,,1.77,13.32,,47.24,25.07,,,4.52,19.02,4.6,,,,,,8.7,5.93,10.32,26.01,,7.31,20.9,27.72,,,10.54,14.58,,,,3.36,9.44,6.72,7.3,,1.98,16.91,11,6.25,4.36,,3.15,13.28,2.59,25.87,3.43,3.53,4.72,,,,,7.56,5.95,5.86,,4.23,8.29,5.15,26.57,,,9.59,,16.62,,12.47,,3.25,9.58,12.93,2.26,,19.02,,,,8.16,30
12/13/2013,164.9,71.4,275.32,112.16,269.59,48.89,102.43,41.78,65.18,123.69,69.53,133.09,40.21,39.5,114.53,39.38,22.31,88.19,5.82,37.14,8.97,59.42,23.029,,,86.76,20.27,10.53,36.89,9.28,24.58,52.67,62.92,,32.11,29.68,33.99,,63.86,19.57,,6.61,10.63,,23.42,52.44,,28.16,,13.1,50.07,,,19.73,,5,6.66,14.26,1.76,,35.62,,23.93,,,29.77,12.72,23.14,,30.34,,2.05,15.76,16.06,29.19,21.08,8.54,17.25,,,22.91,4.23,8.2,,1.73,12.91,,38.06,23.23,,,3.94,18.21,4.39,,,,,,7.15,6.05,10.31,25.2,,8.25,22.35,37.16,,,10.22,14.65,,,,3.13,9.12,6.32,7.72,,1.98,19.96,9.5,5.7,4.86,,2.88,16.24,2.51,22.52,2.54,3.58,4.54,,,,,7.47,5.56,4.77,,3.87,8.06,5.26,23.87,,,9.34,,16.98,,12.19,,3.02,8.7,13.02,2.35,,18.41,,,,8.1,30.89
12/20/2013,167.48,74.66,283.34,114.03,278.69,51.34,104.92,42.51,71.83,130.64,68.86,137.71,39.78,40.15,123.91,37.7,23.35,87.84,5.86,41.43,9.03,66.44,24.16,,,92.52,20.73,11.19,37.915,9.67,24.9,56.37,62.87,,34.24,28.3,35.63,,65.54,21.77,,7.065,11.76,,22.64,55.26,,27.5,,14.85,49.69,,,19.55,,4.85,6.85,16.39,1.8,,34.5,,24,,,29.83,12.69,24.14,,29.89,,2.09,16.27,14.27,30,20.99,8.68,17.4,,,25.02,4.32,10.05,,1.995,12.92,,39.11,23.43,,,4.28,18.72,5.17,,,,,,6.6,6.92,11.065,26.85,,10.5,22.73,27.45,,,9.88,17.05,,,,3.13,8.42,6.6,9.05,,2.15,24.08,9,6.12,5.1,,2.92,15.45,2.47,23.32,2.82,3.31,5.015,,,,,7.55,5.57,4.835,,4.93,8.31,5.41,28.62,,,9.01,,18.84,,13.74,,3.085,8.22,12.43,2.15,,16.83,,,,9.93,31.02
12/27/2013,168.93,74.45,277.17,115.12,277.04,49.71,110.38,42.78,73.45,131.57,69.25,140.87,39.89,40.8,123.29,28,23.24,113.57,5.93,40.13,8.58,65.16,25.3,,,94.19,21.18,11.39,37.86,9.33,24.69,58.73,66.24,,37.75,29.37,35.95,,66.21,24.5,,7.42,11.87,,24.97,54.09,,27.2,,15.25,56.49,,,19.8,,4.67,7.96,17.38,1.82,,34.27,,24.14,,,29.45,12.66,24.85,,29.85,,2.21,17.11,15.99,35.25,20.81,9.2,17.88,,,25.04,5.32,10.44,,1.82,13.07,,39.83,23.51,,,4.13,19.17,5.36,,,10,,,6.91,7.5,12.19,26.77,,11.02,22.75,28.06,,,10.15,19.89,,,,3.38,8.82,6.69,9.29,,2.83,22.1,11.2,6.18,5.16,,2.89,16.39,2.74,23.29,2.81,3.4,5.16,,,,,8.04,6.01,4.84,,5.13,8.39,5.43,28.93,,,9.28,,17.8,,14.04,,3.41,8.39,12.73,2.16,,19.16,,,,10.92,32.3
1/3/2014,169.81,74.32,277.4,114.47,271.75,51.99,108.61,42.72,73.45,131.72,69.09,139.32,39.24,40.07,126.35,25.54,23.42,111.31,6.13,38.98,8.58,63.14,25.26,,,94.69,21.29,11.97,38.21,9.65,24.59,60.48,69.17,,40.43,28.11,34.91,,65.17,22.97,,8.13,12.03,,27.39,52.02,,27.65,,15.03,56.32,,,20.44,,5.01,8.05,17.53,1.84,,36.37,,21.2,,,29.23,12.77,22.87,,28.72,,2.45,17.03,15.86,39.01,20.57,9.15,18.72,,,25.18,5.64,10.87,,1.99,14.14,,38.8,23.93,,,4.92,18.91,5.55,,,15,,,8.4,8.46,12.64,29.48,,11.64,22.02,28.86,,,10.23,18.83,,,,3.47,8.48,6.86,9.12,,2.5,22.73,9.44,6.63,4.87,,2.97,17.08,3.06,24.28,2.94,3.39,5.68,,,,,8.86,5.89,4.88,,5.31,8.61,6.18,28.96,,,10.9,,17.45,,13.56,,3.37,9.12,13.12,2.15,,19.1,,,,10.17,32.32
1/10/2014,169.81,74.87,299.31,117.99,274.38,59.97,116.67,45.97,78.21,135.21,69.82,144.71,42.97,45.13,138.56,29.1,24.14,110.99,7.44,47.6,8.63,66.21,24.13,,,95.56,21.79,12.79,40.39,19.15,22.83,73.98,445.83,,48.94,28.73,38.86,,70.46,27.37,,8.5,12.94,,27.92,59.31,,26.99,,16.44,65.63,,,19.43,,5.305,8.38,19.82,2,,38.04,,23.64,,,29.1,12.46,24.2,,29.55,,2.44,20.49,18.69,47.15,40.41,9.61,19.72,,,24.57,5.61,11.52,,2.23,15.46,,43.25,20.79,,,6.1,18.77,6.1,,,18,,,11.49,10.08,12.74,37.03,,11.89,24.84,32.3,,,10.96,22.79,,,,3.82,8.78,9.58,9.31,,2.64,21.58,7.98,7.34,4.96,,3.26,19.51,3.3,24.39,2.94,3.46,6.03,,,,,10.71,6.37,5.22,,5.18,8.88,6.26,37.38,,,11.29,,19.5,,19.07,,4.31,10.22,14.61,2.12,,18.7,,,,12.1,31.4
1/17/2014,167.04,78.4,297.48,119.15,292,61.87,136.34,45.75,82.09,139.71,73.45,148.48,47.95,48.23,150.02,32.82,24.21,110.92,8.08,47.14,8.72,87.36,24.04,,,95.38,23.7,13.06,37.9,19.65,22.61,72.9,292.888,,48.39,28.64,38.83,,70.03,35.93,,8.61,12.66,,27.72,64.26,,26.11,,17.03,65.09,,,26.78,,5.53,8.47,20.71,1.87,,38.14,,25.05,,,30.5,12.65,30.44,,32.5,,2.72,21.21,19.04,49.14,37.59,9.71,19.46,,,24.62,5.68,12.19,,2.27,16,,53.81,21.57,,,5.51,19.27,7.04,,,19,,,13.1,10.8,13.27,40.21,,12.19,31.92,33.41,,,10.88,23.84,,,,4.12,9.88,9.11,10.39,,2.56,27.01,7.75,6.8,6.5,,3.84,19.79,3.4,28.32,3.08,3.42,6.13,,,,,10.67,7.26,4.505,,6.13,8.97,7.14,37,,,11.15,,29.32,,19.65,,4.32,11.18,14.66,2.4,,18.72,,,,12.31,29.87
1/24/2014,161.22,80.62,303.6,119.29,279.61,63.94,138.62,44.31,79.77,133.64,70.85,145.74,45.45,49,149.19,35.14,23.75,107.54,7.64,48.42,8.46,83.6,23.11,,,90.45,21.65,12.92,37.56,18.1,21.6,68.34,295.25,,49.15,28.69,38.65,,65.75,28.34,,8.33,14.36,,28,60.26,,25.95,,16.55,63.26,,,25.44,,5.03,9.14,18.71,1.87,,37.6,,25.72,,,30.75,14.28,32,,31.26,,2.9,20.17,18.46,49.03,34.94,8.49,19.04,,,23.99,5.26,11.68,,1.71,15.78,,55,21.01,,,5.25,18.49,6.37,,,19.8,,,10.43,11.6,12.9,39.51,,11.27,32.91,30.03,,,10.95,22.6,,,,3.67,9.56,8.25,9.97,,2.54,30.54,5.69,6.24,6.99,,3.7,17.78,3.3,27.14,2.89,3.36,6.08,,,,,9.89,7.32,5.62,,6.25,9.03,7.02,34.18,,,9.12,,26.9,,18.92,,4.34,10.35,13.75,2.5,,18.76,,,,11.72,30.8
1/31/2014,151.93,80.65,312.64,118.95,288.59,65.52,152,45.41,79.04,158.73,68.88,149.62,44.86,48.68,151.66,31.51,22.12,102.62,6.88,51.06,7.93,83.66,23.3,,,90.87,22.17,13.6,34.76,17.09,22.7,65.03,300.88,42.25,56.09,28.8,39.61,,65.88,26.45,,9.86,13.87,,26.67,61.94,,30.94,,15.66,68.53,,,24.38,,4.81,9.77,18.46,1.84,,36.82,,27.63,,,29.35,15.48,29.94,,30.12,,2.73,20.42,14.66,46.35,30.4,8.79,17.9,,,23.14,5.31,12,,1.83,15.26,,58.83,21.47,,,4.85,18.27,4.78,,,19.4,,,10.58,10.2,13.23,39.81,,11.68,37.02,36.58,,,10.7,22.18,,,,3.31,8.41,7.75,8.26,,2.58,34.91,4.93,6.17,7.18,,3.54,18.18,3.03,25.78,2.83,3.32,5.25,,,,,10.94,6.33,5.02,,5.44,9.1,6.21,30.17,,,9.45,,26.07,,19.34,,4.43,10.82,11.89,2.31,6.5,21.51,,,,15.34,30.89
2/7/2014,156.88,78.75,315.54,118.9,299.79,65.89,156.9,45.08,81.41,163.63,67.33,154.22,43.93,50.14,153.1,29.01,22.52,97.66,7.2,49.09,7.74,79.02,23.47,,,85.8,20.13,12.8,34.22,16.95,22.6,65.69,351.56,37.65,61.85,27.9225,39.37,,69.49,28.45,,9.89,12.59,,25.65,60.1,,27.21,,14.08,64.25,,,25.86,,4.57,9.46,18.96,1.84,,36.58,,32.23,,,30.2,14.83,30.31,,26.52,,2.66,18.89,13.99,43.47,28.46,9.15,16.46,,,22.67,5.16,12.2,,1.75,15.09,,53,21.16,,,5.02,17.55,4.59,,,16.795,,,10.39,9.57,11.36,36.99,,11.82,38.68,36.61,28,,11.02,21.29,,,,3.19,8.19,8.7,7.87,,2.57,33.13,4.89,6.39,6.5,,3.3,17.12,3.04,25.35,2.86,3.34,4.79,,,,,9.7,6,4.79,,5.34,8.39,6.53,29.81,,,9.35,,22.76,,19.06,,4.33,11.48,11.45,2.27,7.02,22.62,,,,17.25,31.86
2/14/2014,163.93,81.21,328.29,123.84,323.99,64.17,164.33,46.1,81.61,180.55,75.81,162.96,50.12,51.32,160.1,31.49,22.91,100.67,7.21,52.16,8.49,78.72,23.93,,,89.3,21.69,13.43,29.52,16.74,24,67.63,346.51,44,61.57,27.92,39.5,,71.64,32.02,,10.24,13.8,,26.45,76.92,,26.73,,15.12,68.02,,,26.16,,4.95,9,19.26,1.82,,39.65,,31.44,12.8,,33.27,15.86,30.07,,27.62,,2.67,16.61,17.43,41.75,30.6,8.89,17.85,,,22.61,5.23,12.3,,1.75,15.93,,54.31,20.36,15.06,,4.99,18.21,4.85,,,16.8,,,14.82,9.73,13.46,33.92,,11.91,40.51,38.58,26.75,,12.5,21.47,,,,3.57,8.14,9.5,7.92,,2.75,36.08,5.8,7.47,6.51,,3.46,17.74,3.17,27.18,2.96,3.3,4.87,,,,,10.25,6.93,4.97,,5.7,8.43,7.06,34.78,,,9.7,,26.62,,18.1,,4.7,11.11,12.69,2.28,6.89,20.55,,,,18.99,34.43
2/21/2014,160.97,82.59,347.11,123.85,334.98,64.98,174.05,51.92,84.81,181.52,81.52,168.06,54.92,53.15,170.03,32.28,21.99,103.34,7.02,59,8.83,90.64,28.84,,,88.89,23.535,13.65,29.87,18.29,26.48,75.09,370.17,59.1,56.26,37.03,39.65,,78.45,31.97,,12.04,15.01,,26.85,74.43,,30.22,,15.65,72.17,,,27.92,,4.89,9.84,21.04,1.92,,39.29,,37.36,12.05,,35.6,16.22,31.74,,28.53,,2.59,18.49,16.88,47.49,30.07,11.05,17.7,,,25.77,5.82,12.81,,1.86,15.05,,62.77,21.35,15.43,,5.18,18.8,4.61,,,16.24,,,19.47,12.07,13.94,35.74,,13.78,46.5,39.95,29.84,,14.99,28.59,,,,3.38,8.64,10.01,8.52,,3.22,37.81,5.6,7.51,7.19,,3.6,17.65,3.45,31.56,3.31,3.33,4.83,,,,,10.17,6.92,4.88,,5.76,8.68,7.36,36.12,,,10.5,,29.96,,19.51,,4.68,11.6,13.15,2.27,7.4,22.34,,,,22.45,35.64
2/28/2014,160.75,82.79,340.68,124.02,332.5,64.26,171.49,55.57,80.86,176.8,81,165.15,52.59,48.67,151.945,33.01,22.25,101.42,7.06,51,9.52,81.24,28.3,,,88.84,25.5,12.83,30.55,17.63,25.82,79.62,410.5,55.76,65.91,35.11,42.08,,79.82,31.26,,12.22,14.51,,24.39,69.75,,36.01,,14.09,78.24,,,29.03,,4.82,10.04,22.97,1.79,,37,,36.21,13.76,,36.64,14.97,35.63,,26.41,,2.52,20.01,13.96,46.93,29.9,11.24,14.8,,,25.77,6.07,12.05,,1.74,15.55,,67.28,20.73,18.4,,4.74,18.48,4.67,,,16.23,,,17.67,11.69,15.13,35,,13.36,44.2,36.84,26.93,,15.6,30.28,,,,3.5,8.35,9.85,9,,3.29,40.14,5.52,6.46,6.66,,4.15,18.9,3.44,29.22,3.05,3.31,4.98,,,,,10,6.51,4.755,,6.4,8.57,7.6,34.52,,,10.28,,31.36,,18.2,,4.35,11.34,11.39,2.27,7.98,23.37,,,,19.44,33.67
3/7/2014,156.56,79.58,328.75,122.26,328.11,64.36,168.35,54.86,79.94,168.05,77.24,164.06,51.78,46.32,155.24,30.16,21.86,100.96,6.79,51.22,9.19,73.12,27.2,,,89.04,25.95,14.03,29.87,17.5,22.45,83.83,411.29,56.625,72.43,37.69,42.82,,73.76,45.45,,13.18,13.88,,25.9,69.78,,37.69,,13.83,74.43,,,27.59,,5.04,9.18,21,1.79,,34.86,,38.17,14.92,,37.88,14.12,35.02,,27.99,,2.29,17.94,15.64,51.43,27.02,12.5,15.01,,,27.45,6.09,13.7,,1.85,17.4,,76,22.42,19.26,,4.63,20.08,4.7,,,19.12,,,19.29,11.46,15.32,33.22,,13.03,31.6,36.8,34.35,,15.62,34.76,,,,3.41,7.87,10.21,8.43,,3.4,42.23,8.7,6.11,6.67,,4.19,19.95,4.52,25.36,2.96,3.31,5.43,,,11.95,,10.1,7.12,4.53,,5.95,8.27,7.12,34.98,,,9.7,,31,,22.68,,4.04,11.14,11.39,2.11,9.14,20.57,,,,24.68,36.96
3/14/2014,149.41,75.05,332.49,122.54,329.5,61.42,164.72,52.63,78.32,175.28,77.35,153.9,50.29,45.48,149.22,36.76,20.46,94.96,6.27,45.63,9.66,71.19,26.88,,,86.89,27.39,13.43,29.57,16.99,23.41,81.4,462.26,60,74.69,36.25,40.24,,71.44,43.4,,13.15,12.76,,27.22,75.39,,38.88,,13.45,71.28,,,27.12,,5.11,10.07,20,1.74,,33.95,,35.01,14.5,,37.29,14.98,42.77,,29.09,,2.25,19.18,18.75,45.25,28.64,13.9,15.34,,,27.81,5.98,14.65,,1.8,16.36,,70.97,20.36,18.51,,4.56,19.01,4.21,,,20,,,17.35,11.11,17.65,35.14,,11.35,30.82,40.85,37.76,,18.81,33.39,,,,3.295,7.99,10.1,8.04,,3.5,40.04,7.6,5.9,6.02,,5.17,20.58,4.63,23.14,3.04,3.15,5.635,,,13.49,,10.62,6.49,1.83,,5.37,8.26,7.13,33.19,,,8.75,,30.99,,23.04,,3.54,11.19,11.25,2.14,9.07,17.03,,,,23.02,37.06
3/21/2014,144.4,72.07,318.53,122.93,310.79,59.41,152.6,52.14,73.83,159.79,73.93,149.99,50.19,46.47,143.86,34,20.89,94.75,6.29,43.94,9.35,69.99,26.0099,,,86.37,25.25,13.44,29.42,16.47,22.2,79.91,390.91,55.05,66.83,33.4,41.4,,71.5,44.46,,17.35,13.25,,28.07,72.12,,45.48,,13.54,68.57,,,26.6,,5.18,9.11,22.54,1.71,,32.38,,34.83,14.6,,38.39,14.92,38.1,,27.29,,2.22,18.42,19.71,39.01,26.68,12.47,14.475,,,26.43,6.08,14.69,,1.75,14.65,,69.63,20.8,18.59,31.37,4.59,18.73,4.56,,,18.56,,,18.41,10.73,18.71,35.15,,12.46,29.18,40.27,35.56,,18.44,31.09,,,,3.38,7.74,9.49,7.35,,3.69,42.07,8.55,5.66,5.9,,5.5,20.45,4.27,21.52,3.09,3.09,5.32,,,12.23,,14.32,6.15,2.21,23.7,4.68,8.32,7.65,34.9,,,8.45,,31.01,,21.35,,3.26,11.13,11.29,2.17,7.83,18.05,,,,20.7,35.96
3/28/2014,139.29,68.55,294.12,120.55,300.09,49.94,142.02,48.83,67.8,149.42,66.26,148.22,44.2,41.97,133.46,28.53,20.72,90.67,3.38,39.7,8.96,61.74,22.65,,,84.62,22.32,11.76,27.9,15.24,21,70.33,317.58,45.69,55.84,34.18,39.98,,66.86,37.02,,14.81,11.97,,24.95,63.28,,36.03,,12.11,63.21,,,23.53,,4.47,8.55,21.12,1.65,,30.17,,32.87,12.36,,36.62,12.48,32.52,,25.95,,2.04,17.13,18.09,34.28,22.93,10.55,14.01,,,24.77,4.78,14.18,,1.86,14.95,,61.19,18.96,15.81,29.94,4.29,17.84,3.79,,,18.59,,,19.75,10.14,15.94,28.28,,11.34,25.83,38.52,30.42,,18.03,29.39,,,,3.18,7.77,8.98,6.6,,3.28,30.96,8.33,4.83,4.84,,5.35,20.39,3.83,16.95,2.75,2.98,5.06,,,12.87,,13.28,6.1,2.02,20,4.24,7.99,6.54,29.04,,,7.41,,24.86,,16.74,,2.73,10.07,11.01,2.06,7.45,18.78,,,,15.62,33.2
4/4/2014,137.38,72.2,288.27,119.11,285.34,50.5,138.57,50.63,65.84,142.5,63.34,144.22,40.2,41.53,126.8,26.79,20.77,90.94,3.62,37.7,9.19,60.23,21.35,,,85.33,20.92,11.11,24.54,14.29,21.1,64.66,290.89,50.67,52.27,36,40.16,,64.2,35.48,,14.13,11.01,,25.35,63.03,,29.6,,8.43,64.38,,,23.05,,4.17,9.32,19.06,1.59,,28.37,,40.99,12.96,,36.28,13.26,29.55,,26.23,,2.1,17.39,16.22,35.96,20.29,10.9,11.25,,,23.6,4.72,13.21,,1.77,14.05,,35.16,18.07,17.94,27.36,3.88,17.7,3.94,,,17.05,,,19.03,9.1,15.07,26.06,,11.44,23.93,34.47,29.83,,16.49,28.82,,,,3.02,7.2,8.76,7.02,,3.14,29.74,10.7,4.93,4.62,,5.47,19.84,3.55,15.97,2.65,2.95,4.85,,,11.69,,12.22,6.22,1.94,18.51,4.09,8.06,6.13,26.22,,,7.92,,22.4,,15.46,,2.58,10.39,10.85,2.04,6.94,17.37,,,,16.21,32.14
4/11/2014,136.9,66.03,274,111.94,288.36,46.25,135.24,45.72,63.06,139.61,57.25,142.83,37.17,41.89,128.61,24.39,20.13,92.78,3.37,33.9,8.87,55.07,19.04,,,84.18,20.92,10.53,25.09,13.08,21.63,57.28,266.01,58.99,48.25,35.73,37.97,,57.33,43.32,,12.02,9.85,,20.78,61.23,,28.53,,7.42,66.02,,,22.18,,3.83,7.93,16.96,1.59,,27.99,,38.15,11.88,,35.19,13.65,26.73,,26.51,,2.11,14.56,14.34,36.54,21.45,9.59,10.4,,,24.55,4.25,12.96,,1.69,13.86,,34.9,17.28,15.15,26.01,3.8,16.53,3.46,,,17.49,,,15.36,8.91,13.06,20.38,,11.44,19.97,33.47,28.1,,16.2,25.92,,,,2.88,6.79,9.23,6.7,,2.89,34.31,8.81,4.33,4.5,,4.92,15.5,3.19,14.02,2.37,2.96,4.73,13,,9.07,,12.73,6.07,1.84,16.86,3.85,8,5.54,24.12,,,7.26,,19.35,,14,,2.63,9.49,9.13,1.93,5.71,13.95,,,,13.13,31.06
4/18/2014,141.51,70,290.54,115.46,296.74,44.54,135.45,46.92,64.17,149.8,60.89,147.36,38.84,44.12,136.155,25.05,20.55,96.2,3.29,34.01,8.14,53.86,19.44,,,85.83,19.9,10.97,24.55,13.45,22.81,54.85,240.1,42.56,46.2,37.39,38.17,,57.26,40.67,,13.37,10.45,,23.48,64.13,,30.55,,7.57,66.05,,,24.4,,3.79,8.26,14.94,1.63,,26.47,,37.97,12.05,,34.62,15.84,26.54,,26.81,,1.84,13.41,14.92,38.41,19.91,10.34,11.1,,,23.92,4.34,12.87,,1.58,13.76,,38.64,17.88,14.53,25.36,3.96,17.36,3.5,,,16.15,,,14.5,8.34,13.58,20.02,,11.27,20.85,33.39,28.28,,16.09,25.55,,,,2.83,6.74,9.52,6.77,,2.52,31.09,9,4.5,4.39,,4.12,16.67,3.2,14.24,2.29,2.98,4.52,13.01,,8.72,,11.26,6.18,1.94,26.09,4.03,8.41,5.35,25.99,,,7,,18.78,,13.99,,2.71,9.71,9.67,1.93,5.39,13.96,,,,12.77,31.77
4/25/2014,142.06,73.9,285.81,111.41,284.42,45.41,139.71,52.1,64.19,153.19,57.09,162.45,37.45,44.65,134.92,24.17,21.2,90.87,3.26,32.74,8.05,49.34,19.32,,,83.88,19.44,11.22,26.05,13.27,23.91,51.5,260.15,35.25,62.12,38.43,40.14,,60.64,41.02,,13.91,10.68,,23.05,65.11,,38.58,,7.21,70.33,,,36.7,,3.86,7.68,14.99,1.49,,26.26,,38.82,10.23,,33.46,15.61,27.97,,25.13,,1.84,13.38,14.53,32.5,20.78,10.3,10.95,,,26.59,4.77,13.47,,1.585,14.12,,39.23,17.93,13.1,29.95,3.96,16.22,3.54,,,16.22,,,13.24,8.01,13.04,20.54,,11.49,20.97,35.62,34.33,,16.09,31.24,,,,2.73,6.77,4.59,6.75,,2.41,25.63,8.5,4.33,4.31,,4.91,16.34,3.13,14.04,2.15,2.92,4.47,15.69,,8.6,,11.71,5.96,1.9,23,3.89,8.39,5.5,25.32,,,5.55,,17.91,,13.62,,2.71,9.38,9.51,1.95,5.16,13.55,,,,12.2,32.55
5/2/2014,147.4,77.71,282.01,112.42,293.59,51.61,139.16,49.82,66.37,155.12,57.7,174.46,34.5,47.46,139.62,24.18,21.74,104.22,3.32,25.87,8.26,54.21,19.59,,,88.67,19.07,11.47,26.46,13.13,24.74,53.34,262.03,38.56,71.47,37.29,41.65,,65.79,43.28,,14.31,11.79,,23.67,62.27,,21.44,,7.25,72.84,,,36.08,,4.04,8,15.1,1.53,,26.72,,40.05,9.72,,32.39,16.3,28.22,,24.68,,2.14,14.46,13.69,33.7,21.46,9.3,11.14,,,27,4.3,13.94,,1.71,12.89,,40.35,18.57,11.88,29.44,3.23,18.8,3.6,,,16.08,,,14.16,8.47,14.51,19.43,,12.36,21.14,35.55,32.85,,15.6,32.34,,,,2.69,6.89,4.46,6.91,,2.56,26.65,8.95,3.84,4.8,,4.96,16.28,3.11,14.51,2.15,2.95,6.43,20.01,,9.61,,12.26,6.68,1.85,24.01,4.33,8.46,5.69,27,,,5.95,,18.14,,13.22,,2.48,9.4,9.14,2.05,4.94,13.63,,,,11.01,32.75
5/9/2014,146.67,79.76,286.65,111.483,279.41,52.08,143.33,46.14,65.05,152.87,58.54,168.15,35.35,44.13,129.45,24.01,22.33,106.5,3.45,23.42,8.24,54.33,18.52,,,91.03,18.24,10.93,25.49,13.84,25.82,47.83,235.37,36.55,68.62,38.12,40.165,,67.97,36.58,,13.25,12.65,,23.8,62.83,,19.38,,7.37,73.5,,,32.07,,3.94,7.73,14.85,1.42,,26.86,,35.88,9.38,,30.17,17.83,23.3,,26.2,10,2.13,14.46,13.64,31.87,21.68,8.35,10.69,,,26.52,3.78,10.57,,1.51,13.68,,32.679,17.29,12.24,28.02,3.21,17.65,3.52,,,15.95,,,11.47,7.7,10.17,19.01,,11.88,23.91,34.7,30.28,,14.63,30.74,,,,2.79,7.3,4.28,6.8,,2.16,26.59,8.42,3.89,4.23,,4.75,12.97,2.86,12.79,2.01,2.93,6.68,19.23,,9.97,,11.36,7.19,1.8,22.21,3.97,8.44,5.11,23.22,,,6.2,,16.96,,12.31,,2.29,8.38,8.78,1.91,4.72,11.7,,,,10.56,30.79
